"date","Generation","Demand"
"2023-04-24 24:00","2604","4224"
"2023-04-24 24:01","2612","4203"
"2023-04-24 24:02","2616","4202"
"2023-04-24 24:03","2603","4163"
"2023-04-24 24:04","2608","4149"
"2023-04-24 24:05","2599","4157"
"2023-04-24 24:06","2604","4169"
"2023-04-24 24:07","2606","4166"
"2023-04-24 24:08","2615","4182"
"2023-04-24 24:09","2638","4203"
"2023-04-24 24:10","2654","4191"
"2023-04-24 24:11","2668","4202"
"2023-04-24 24:12","2645","4205"
"2023-04-24 24:13","2638","4216"
"2023-04-24 24:14","2603","4173"
"2023-04-24 24:15","2618","4187"
"2023-04-24 24:16","2625","4183"
"2023-04-24 24:17","2623","4159"
"2023-04-24 24:18","2629","4188"
"2023-04-24 24:19","2617","4149"
"2023-04-24 24:20","2624","4172"
"2023-04-24 24:21","2605","4217"
"2023-04-24 24:22","2603","4216"
"2023-04-24 24:23","2606","4198"
"2023-04-24 24:24","2604","4261"
"2023-04-24 24:25","2599","4248"
"2023-04-24 24:26","2584","4238"
"2023-04-24 24:27","2589","4267"
"2023-04-24 24:28","2598","4258"
"2023-04-24 24:29","2634","4237"
"2023-04-24 24:30","2639","4176"
"2023-04-24 24:31","2627","4152"
"2023-04-24 24:32","2607","4132"
"2023-04-24 24:33","2609","4170"
"2023-04-24 24:34","2611","4171"
"2023-04-24 24:35","2617","4193"
"2023-04-24 24:36","2611","4170"
"2023-04-24 24:37","2609","4190"
"2023-04-24 24:38","2628","4190"
"2023-04-24 24:39","2624","4200"
"2023-04-24 24:40","2608","4183"
"2023-04-24 24:41","2604","4213"
"2023-04-24 24:42","2603","4214"
"2023-04-24 24:43","2599","4190"
"2023-04-24 24:44","2603","4218"
"2023-04-24 24:45","2600","4214"
"2023-04-24 24:46","2598","4242"
"2023-04-24 24:47","2597","4226"
"2023-04-24 24:48","2598","4173"
"2023-04-24 24:49","2597","4185"
"2023-04-24 24:50","2600","4186"
"2023-04-24 24:51","2615","4189"
"2023-04-24 24:52","2617","4197"
"2023-04-24 24:53","2624","4212"
"2023-04-24 24:54","2614","4219"
"2023-04-24 24:55","2630","4197"
"2023-04-24 24:56","2618","4195"
"2023-04-24 24:57","2620","4179"
"2023-04-24 24:58","2613","4212"
"2023-04-24 24:59","2621","4170"
"2023-04-25 01:00","2613","4166"
