"date","Generation","Demand"
"2023-03-14 24:00","1881","4968"
"2023-03-14 24:01","1878","4992"
"2023-03-14 24:02","1894","5014"
"2023-03-14 24:03","1883","4965"
"2023-03-14 24:04","1884","4951"
"2023-03-14 24:04","1886","4941"
"2023-03-14 24:06","1896","4956"
"2023-03-14 24:07","1890","4947"
"2023-03-14 24:08","1886","4930"
"2023-03-14 24:09","1888","4932"
"2023-03-14 24:10","1885","4925"
"2023-03-14 24:11","1882","4927"
"2023-03-14 24:12","1882","4973"
"2023-03-14 24:13","1878","4983"
"2023-03-14 24:14","1948","5004"
"2023-03-14 24:15","1965","4963"
"2023-03-14 24:16","1983","4955"
"2023-03-14 24:17","1972","4882"
"2023-03-14 24:18","1975","4874"
"2023-03-14 24:18","1981","4907"
"2023-03-14 24:20","1984","4898"
"2023-03-14 24:21","1981","4870"
"2023-03-14 24:22","1983","4896"
"2023-03-14 24:23","1983","4908"
"2023-03-14 24:24","1977","4913"
"2023-03-14 24:25","1958","4927"
"2023-03-14 24:26","1955","4907"
"2023-03-14 24:26","1954","4901"
"2023-03-14 24:28","1950","4887"
"2023-03-14 24:29","1958","4937"
"2023-03-14 24:30","1971","4919"
"2023-03-14 24:31","1957","4904"
"2023-03-14 24:32","1956","4880"
"2023-03-14 24:33","1965","4900"
"2023-03-14 24:34","1977","4868"
"2023-03-14 24:35","1961","4892"
"2023-03-14 24:36","1953","4904"
"2023-03-14 24:37","1972","4914"
"2023-03-14 24:38","1991","4916"
"2023-03-14 24:39","1974","4913"
"2023-03-14 24:40","1968","4906"
"2023-03-14 24:41","1983","4914"
"2023-03-14 24:42","1984","4902"
"2023-03-14 24:43","1995","4916"
"2023-03-14 24:44","1996","4959"
"2023-03-14 24:45","1998","4959"
"2023-03-14 24:46","1984","4950"
"2023-03-14 24:47","2000","4929"
"2023-03-14 24:48","2010","4939"
"2023-03-14 24:49","1974","4927"
"2023-03-14 24:50","1982","4956"
"2023-03-14 24:51","1959","4939"
"2023-03-14 24:52","1964","4986"
"2023-03-14 24:53","1962","5002"
"2023-03-14 24:54","1968","4966"
"2023-03-14 24:55","1963","4951"
"2023-03-14 24:56","1974","4883"
"2023-03-14 24:57","1963","4883"
"2023-03-14 24:58","1966","4916"
"2023-03-14 24:59","1963","4927"
"2023-03-15 01:00","1962","4932"
"2023-03-15 01:01","1958","4961"
"2023-03-15 01:02","1950","4967"
"2023-03-15 01:03","1944","4934"
"2023-03-15 01:04","1947","4924"
"2023-03-15 01:05","1947","4925"
"2023-03-15 01:06","1948","4953"
"2023-03-15 01:07","1967","4938"
"2023-03-15 01:08","1953","4902"
"2023-03-15 01:09","1951","4898"
"2023-03-15 01:10","1965","4896"
"2023-03-15 01:10","1976","4895"
"2023-03-15 01:12","1991","4881"
"2023-03-15 01:13","1969","4856"
"2023-03-15 01:14","1973","4847"
"2023-03-15 01:14","1942","4871"
"2023-03-15 01:16","1951","4903"
"2023-03-15 01:17","1966","4908"
"2023-03-15 01:18","1950","4896"
"2023-03-15 01:19","1935","4910"
"2023-03-15 01:20","1950","4872"
"2023-03-15 01:21","1939","4896"
"2023-03-15 01:22","1939","4892"
"2023-03-15 01:23","1937","4883"
"2023-03-15 01:24","1978","4883"
"2023-03-15 01:25","1964","4894"
