"date","Generation","Demand"
"2023-07-28 24:01","1902","4257"
"2023-07-28 24:02","1862","4258"
"2023-07-28 24:03","1859","4273"
"2023-07-28 24:04","1858","4258"
"2023-07-28 24:05","1857","4264"
"2023-07-28 24:06","1867","4275"
"2023-07-28 24:07","1873","4227"
"2023-07-28 24:08","1862","4240"
"2023-07-28 24:09","1852","4263"
"2023-07-28 24:10","1853","4311"
"2023-07-28 24:11","1858","4293"
"2023-07-28 24:12","1870","4287"
"2023-07-28 24:13","1855","4264"
"2023-07-28 24:14","1868","4273"
"2023-07-28 24:14","1869","4318"
"2023-07-28 24:16","1860","4289"
"2023-07-28 24:17","1863","4281"
"2023-07-28 24:18","1852","4244"
"2023-07-28 24:19","1866","4268"
"2023-07-28 24:20","1873","4262"
"2023-07-28 24:21","1864","4303"
"2023-07-28 24:22","1867","4284"
"2023-07-28 24:23","1855","4276"
"2023-07-28 24:24","1857","4279"
"2023-07-28 24:24","1864","4255"
"2023-07-28 24:26","1884","4232"
"2023-07-28 24:27","1862","4207"
"2023-07-28 24:28","1872","4201"
"2023-07-28 24:29","1884","4232"
"2023-07-28 24:30","1869","4215"
"2023-07-28 24:30","1918","4266"
"2023-07-28 24:32","1911","4180"
"2023-07-28 24:33","1904","4228"
"2023-07-28 24:34","1911","4289"
"2023-07-28 24:35","1906","4323"
"2023-07-28 24:36","1897","4269"
"2023-07-28 24:37","1914","4316"
"2023-07-28 24:38","1920","4322"
"2023-07-28 24:39","1918","4330"
"2023-07-28 24:39","1927","4339"
"2023-07-28 24:41","1870","4321"
"2023-07-28 24:42","1855","4367"
"2023-07-28 24:43","1858","4335"
"2023-07-28 24:44","1857","4342"
"2023-07-28 24:45","1854","4330"
"2023-07-28 24:46","1868","4349"
"2023-07-28 24:47","1875","4338"
"2023-07-28 24:48","1879","4326"
"2023-07-28 24:49","1883","4328"
"2023-07-28 24:50","1902","4345"
"2023-07-28 24:50","1914","4342"
"2023-07-28 24:51","1911","4328"
"2023-07-28 24:53","1928","4333"
"2023-07-28 24:53","1920","4332"
"2023-07-28 24:55","1931","4320"
"2023-07-28 24:56","1941","4282"
"2023-07-28 24:56","1949","4267"
"2023-07-28 24:58","1967","4277"
"2023-07-28 24:58","1968","4268"
"2023-07-29 01:00","1978","4266"
"2023-07-29 01:01","1992","4297"
"2023-07-29 01:02","2009","4328"
"2023-07-29 01:03","2003","4338"
"2023-07-29 01:04","2007","4338"
"2023-07-29 01:04","2024","4340"
"2023-07-29 01:06","2028","4339"
"2023-07-29 01:07","2015","4320"
"2023-07-29 01:07","2018","4345"
"2023-07-29 01:09","2027","4317"
"2023-07-29 01:10","2029","4332"
"2023-07-29 01:11","2027","4323"
"2023-07-29 01:12","2028","4313"
"2023-07-29 01:12","2090","4316"
"2023-07-29 01:14","2089","4338"
"2023-07-29 01:15","2083","4288"
"2023-07-29 01:16","2094","4378"
"2023-07-29 01:17","2088","4331"
"2023-07-29 01:18","2097","4301"
"2023-07-29 01:18","2098","4289"
"2023-07-29 01:20","2095","4330"
"2023-07-29 01:21","2082","4311"
"2023-07-29 01:21","2116","4323"
"2023-07-29 01:23","2122","4311"
"2023-07-29 01:24","2116","4340"
"2023-07-29 01:24","2147","4326"
"2023-07-29 01:26","2134","4324"
"2023-07-29 01:26","2125","4315"
"2023-07-29 01:28","2129","4343"
"2023-07-29 01:29","2117","4310"
"2023-07-29 01:30","2077","4297"
"2023-07-29 01:30","2075","4344"
"2023-07-29 01:32","2069","4342"
"2023-07-29 01:33","2071","4323"
"2023-07-29 01:34","2079","4346"
"2023-07-29 01:35","2074","4332"
"2023-07-29 01:36","2081","4332"
"2023-07-29 01:37","2091","4353"
"2023-07-29 01:38","2095","4364"
"2023-07-29 01:39","2124","4411"
"2023-07-29 01:40","2107","4385"
"2023-07-29 01:40","2092","4371"
"2023-07-29 01:42","2089","4344"
"2023-07-29 01:43","2106","4393"
"2023-07-29 01:44","2088","4406"
"2023-07-29 01:45","2103","4431"
"2023-07-29 01:46","2101","4427"
"2023-07-29 01:47","2105","4411"
"2023-07-29 01:48","2117","4385"
"2023-07-29 01:49","2126","4384"
"2023-07-29 01:49","2147","4397"
"2023-07-29 01:50","2129","4401"
"2023-07-29 01:52","2145","4409"
"2023-07-29 01:53","2147","4402"
"2023-07-29 01:54","2149","4403"
"2023-07-29 01:55","2169","4407"
"2023-07-29 01:56","2161","4426"
"2023-07-29 01:57","2154","4412"
"2023-07-29 01:58","2161","4405"
"2023-07-29 01:59","2168","4316"
"2023-07-29 02:00","2209","4308"
"2023-07-29 02:01","2215","4322"
"2023-07-29 02:02","2227","4338"
"2023-07-29 02:02","2236","4330"
"2023-07-29 02:04","2240","4323"
"2023-07-29 02:05","2249","4337"
"2023-07-29 02:06","2183","4324"
"2023-07-29 02:07","2185","4298"
"2023-07-29 02:07","2191","4350"
"2023-07-29 02:09","2194","4364"
"2023-07-29 02:10","2194","4353"
"2023-07-29 02:10","2195","4336"
"2023-07-29 02:12","2204","4341"
"2023-07-29 02:13","2206","4338"
"2023-07-29 02:14","2202","4311"
"2023-07-29 02:15","2203","4321"
"2023-07-29 02:16","2202","4322"
"2023-07-29 02:17","2205","4288"
"2023-07-29 02:18","2202","4311"
"2023-07-29 02:19","2207","4316"
"2023-07-29 02:20","2206","4330"
"2023-07-29 02:20","2205","4349"
"2023-07-29 02:22","2203","4310"
"2023-07-29 02:23","2199","4293"
"2023-07-29 02:24","2197","4273"
"2023-07-29 02:25","2198","4280"
"2023-07-29 02:26","2196","4306"
"2023-07-29 02:26","2207","4325"
"2023-07-29 02:28","2200","4335"
"2023-07-29 02:29","2195","4325"
"2023-07-29 02:30","2202","4365"
"2023-07-29 02:31","2208","4371"
"2023-07-29 02:32","2198","4368"
"2023-07-29 02:33","2204","4385"
"2023-07-29 02:34","2205","4402"
"2023-07-29 02:35","2197","4392"
"2023-07-29 02:36","2195","4392"
"2023-07-29 02:37","2206","4348"
"2023-07-29 02:37","2196","4287"
"2023-07-29 02:39","2235","4342"
"2023-07-29 02:40","2242","4369"
"2023-07-29 02:41","2243","4371"
"2023-07-29 02:42","2260","4353"
"2023-07-29 02:43","2259","4305"
"2023-07-29 02:44","2201","4294"
"2023-07-29 02:45","2214","4272"
"2023-07-29 02:46","2227","4282"
"2023-07-29 02:47","2216","4259"
"2023-07-29 02:48","2215","4269"
"2023-07-29 02:49","2222","4281"
"2023-07-29 02:50","2213","4271"
"2023-07-29 02:51","2209","4301"
"2023-07-29 02:52","2221","4295"
"2023-07-29 02:53","2232","4287"
"2023-07-29 02:54","2221","4290"
"2023-07-29 02:55","2206","4329"
"2023-07-29 02:56","2204","4300"
"2023-07-29 02:57","2219","4281"
"2023-07-29 02:58","2203","4306"
"2023-07-29 02:59","2211","4329"
"2023-07-29 03:00","2220","4326"
"2023-07-29 03:01","2235","4296"
"2023-07-29 03:02","2234","4249"
"2023-07-29 03:03","2228","4274"
"2023-07-29 03:04","2220","4260"
"2023-07-29 03:05","2223","4277"
"2023-07-29 03:06","2216","4287"
"2023-07-29 03:07","2209","4290"
"2023-07-29 03:08","2232","4349"
"2023-07-29 03:09","2232","4334"
"2023-07-29 03:10","2238","4326"
"2023-07-29 03:11","2233","4324"
"2023-07-29 03:12","2229","4351"
"2023-07-29 03:13","2229","4307"
"2023-07-29 03:13","2216","4286"
"2023-07-29 03:14","2285","4355"
"2023-07-29 03:16","2297","4296"
"2023-07-29 03:17","2305","4297"
"2023-07-29 03:18","2292","4261"
"2023-07-29 03:19","2284","4274"
"2023-07-29 03:20","2278","4274"
"2023-07-29 03:21","2219","4272"
"2023-07-29 03:22","2207","4253"
"2023-07-29 03:23","2205","4242"
"2023-07-29 03:24","2207","4240"
"2023-07-29 03:25","2212","4247"
"2023-07-29 03:26","2211","4254"
"2023-07-29 03:27","2211","4241"
"2023-07-29 03:28","2228","4275"
"2023-07-29 03:29","2213","4259"
"2023-07-29 03:30","2222","4241"
"2023-07-29 03:30","2215","4249"
"2023-07-29 03:32","2217","4271"
"2023-07-29 03:33","2216","4271"
"2023-07-29 03:34","2210","4233"
"2023-07-29 03:35","2219","4244"
"2023-07-29 03:35","2223","4255"
"2023-07-29 03:37","2219","4234"
"2023-07-29 03:38","2231","4241"
"2023-07-29 03:39","2215","4202"
"2023-07-29 03:40","2220","4208"
"2023-07-29 03:41","2229","4222"
"2023-07-29 03:42","2217","4239"
"2023-07-29 03:42","2208","4246"
"2023-07-29 03:44","2225","4273"
"2023-07-29 03:45","2222","4244"
"2023-07-29 03:46","2218","4260"
"2023-07-29 03:47","2214","4250"
"2023-07-29 03:48","2225","4274"
"2023-07-29 03:49","2218","4294"
"2023-07-29 03:50","2232","4287"
"2023-07-29 03:50","2209","4259"
"2023-07-29 03:52","2212","4272"
"2023-07-29 03:53","2202","4325"
"2023-07-29 03:53","2202","4313"
"2023-07-29 03:55","2202","4320"
"2023-07-29 03:56","2272","4355"
"2023-07-29 03:57","2268","4284"
"2023-07-29 03:58","2261","4275"
"2023-07-29 03:59","2259","4247"
"2023-07-29 03:59","2286","4267"
"2023-07-29 04:01","2244","4181"
"2023-07-29 04:02","2272","4294"
"2023-07-29 04:03","2249","4272"
"2023-07-29 04:04","2222","4283"
"2023-07-29 04:04","2217","4287"
"2023-07-29 04:06","2226","4279"
"2023-07-29 04:07","2209","4257"
"2023-07-29 04:08","2229","4306"
"2023-07-29 04:08","2228","4312"
"2023-07-29 04:10","2217","4259"
"2023-07-29 04:11","2216","4245"
"2023-07-29 04:12","2211","4227"
"2023-07-29 04:13","2216","4238"
"2023-07-29 04:14","2215","4248"
"2023-07-29 04:15","2212","4227"
"2023-07-29 04:15","2214","4238"
"2023-07-29 04:17","2207","4256"
"2023-07-29 04:18","2218","4272"
"2023-07-29 04:18","2213","4273"
"2023-07-29 04:20","2225","4290"
"2023-07-29 04:21","2219","4262"
