"date","Generation","Demand"
"2023-01-02 24:00","1610","3645"
"2023-01-02 24:01","1607","3664"
"2023-01-02 24:02","1609","3649"
"2023-01-02 24:02","1609","3689"
"2023-01-02 24:04","1614","3651"
"2023-01-02 24:05","1617","3637"
"2023-01-02 24:06","1634","3672"
"2023-01-02 24:07","1620","3665"
"2023-01-02 24:08","1618","3639"
"2023-01-02 24:08","1617","3652"
"2023-01-02 24:10","1614","3644"
"2023-01-02 24:11","1616","3678"
"2023-01-02 24:12","1615","3715"
"2023-01-02 24:13","1617","3664"
"2023-01-02 24:14","1620","3669"
"2023-01-02 24:15","1617","3659"
"2023-01-02 24:16","1626","3677"
"2023-01-02 24:17","1635","3720"
"2023-01-02 24:18","1621","3664"
"2023-01-02 24:19","1618","3673"
"2023-01-02 24:20","1618","3660"
"2023-01-02 24:21","1656","3703"
"2023-01-02 24:22","1640","3702"
"2023-01-02 24:23","1617","3690"
"2023-01-02 24:24","1628","3665"
"2023-01-02 24:25","1625","3648"
"2023-01-02 24:26","1634","3670"
"2023-01-02 24:27","1650","3702"
"2023-01-02 24:28","1633","3676"
"2023-01-02 24:29","1626","3660"
"2023-01-02 24:30","1647","3655"
"2023-01-02 24:30","1658","3670"
"2023-01-02 24:32","1632","3637"
"2023-01-02 24:33","1646","3666"
"2023-01-02 24:34","1663","3663"
"2023-01-02 24:35","1644","3591"
"2023-01-02 24:36","1616","3593"
"2023-01-02 24:36","1617","3627"
"2023-01-02 24:38","1616","3635"
"2023-01-02 24:39","1617","3666"
"2023-01-02 24:40","1619","3683"
"2023-01-02 24:41","1622","3668"
"2023-01-02 24:42","1615","3686"
"2023-01-02 24:43","1615","3716"
"2023-01-02 24:44","1614","3698"
"2023-01-02 24:45","1614","3682"
"2023-01-02 24:46","1615","3672"
"2023-01-02 24:47","1616","3674"
"2023-01-02 24:48","1610","3677"
"2023-01-02 24:49","1616","3678"
"2023-01-02 24:50","1615","3668"
"2023-01-02 24:51","1615","3639"
"2023-01-02 24:52","1631","3667"
"2023-01-02 24:52","1625","3650"
"2023-01-02 24:54","1619","3680"
"2023-01-02 24:55","1627","3682"
"2023-01-02 24:55","1617","3652"
"2023-01-02 24:57","1693","3756"
"2023-01-02 24:58","1670","3690"
"2023-01-02 24:58","1652","3663"
"2023-01-03 01:00","1641","3684"
"2023-01-03 01:01","1644","3687"
"2023-01-03 01:01","1644","3668"
"2023-01-03 01:03","1628","3632"
"2023-01-03 01:04","1628","3682"
"2023-01-03 01:04","1615","3740"
"2023-01-03 01:06","1617","3734"
"2023-01-03 01:07","1620","3722"
"2023-01-03 01:08","1666","3716"
"2023-01-03 01:09","1645","3664"
"2023-01-03 01:10","1656","3668"
"2023-01-03 01:11","1660","3675"
"2023-01-03 01:12","1644","3698"
"2023-01-03 01:13","1648","3676"
"2023-01-03 01:14","1637","3682"
"2023-01-03 01:15","1635","3702"
"2023-01-03 01:15","1633","3674"
"2023-01-03 01:16","1635","3676"
"2023-01-03 01:18","1634","3669"
"2023-01-03 01:19","1642","3652"
"2023-01-03 01:20","1635","3650"
"2023-01-03 01:21","1642","3664"
"2023-01-03 01:22","1623","3635"
"2023-01-03 01:23","1621","3634"
"2023-01-03 01:23","1639","3666"
"2023-01-03 01:25","1620","3631"
"2023-01-03 01:26","1619","3634"
"2023-01-03 01:26","1619","3687"
"2023-01-03 01:28","1617","3713"
"2023-01-03 01:29","1615","3727"
"2023-01-03 01:30","1614","3718"
"2023-01-03 01:30","1612","3720"
"2023-01-03 01:32","1610","3721"
"2023-01-03 01:33","1608","3727"
"2023-01-03 01:34","1603","3705"
"2023-01-03 01:35","1603","3646"
"2023-01-03 01:36","1626","3691"
"2023-01-03 01:37","1627","3672"
"2023-01-03 01:38","1623","3674"
"2023-01-03 01:39","1618","3635"
"2023-01-03 01:40","1621","3651"
"2023-01-03 01:40","1635","3633"
"2023-01-03 01:42","1608","3592"
"2023-01-03 01:43","1648","3615"
"2023-01-03 01:44","1644","3613"
"2023-01-03 01:45","1660","3623"
"2023-01-03 01:46","1649","3595"
"2023-01-03 01:47","1628","3577"
"2023-01-03 01:48","1616","3593"
"2023-01-03 01:49","1605","3604"
"2023-01-03 01:50","1600","3617"
"2023-01-03 01:51","1621","3631"
"2023-01-03 01:52","1632","3649"
